favourites,followers,friends,likes,lists,retweets,statuses
90818,5227,5123,2,293,1,60544
0,8,8,0,7,0,8160
3602,332,207,2,1,0,24925
810,9078,6910,0,1290,0,343203
367,90,13,0,2,0,4059
981,895,1060,0,159,0,24568
810,9078,6910,0,1290,0,343203
53381,18,27,3,4,0,29650
13633,478,395,0,37,0,45262
33221,5201,1088,4,176,3,60436
37220,1070,74,1,17,0,24554
810,9078,6910,0,1290,0,343203
12417,1200,143,1,41,0,6886
19,36,50,0,0,0,94
8827,13348,13581,1,286,1,34709
29266,277,230,5,39,2,39381
22775,735,583,1,4,0,31279
59572,3345,115,6,51,1,29637
6649,333189,14511,9,370,2,199715
8148,57,189,0,3,0,7863
2932,77,134,0,2,0,953
1,67,713,20,0,20,530
32,2,66,0,0,0,15
810,9078,6910,0,1290,0,343203
12314,556,421,1,1,1,3648
4817,347,412,20,16,2,55075
1372,1991,1997,0,195,0,33064
4122,510,1112,0,7,0,9139
17761,1115,1152,1,30,1,25835
2,89,212,0,25,0,4918
11931,1235,137,1,25,0,69090
2805,32,47,0,0,0,5572
4087,177,87,0,2,0,13799
4016,14704,10398,0,935,3,88625
1216,30,127,2,1,0,999
50260,5565,542,61,52,1,113736
6280,226,205,2,1,2,4298
3198,218,239,0,5,0,19262
810,9078,6910,0,1290,0,343203
27,1098,1025,0,105,0,7025
81983,2428,80,2,46,0,54114
2,7581,2607,0,33,0,47836
9,389,68,0,0,0,1100
6661,537,393,0,8,0,19618
310,1203,1232,0,184,0,22523
1206,2147,1580,0,8,0,40320
128,144193,16,2,315,2,137117
1896,610,607,0,2,0,6335
327,1161,1210,0,170,0,22594
64639,2522,269,2,54,0,103312
12307,120,165,0,16,0,15512
1,140,93,0,270,0,50411
1206,914,882,0,168,0,28580
2678,945,493,0,3827,0,206048
17,278,257,0,3,0,2526
16071,249,213,4,11,0,45321
12405,142,286,2,2,1,3695
1279,263,396,2,1,1,1847
31598,925,487,0,4,0,48666
1526,22,45,0,2,0,178
57327,189,224,1,19,0,55733
810,9078,6910,0,1290,0,343203
17,1475,12,0,486,0,382573
810,9078,6910,0,1290,0,343203
23095,10507,206,11,88,0,36953
365,20,126,7,0,3,163
8647,293,326,1,5,0,7752
2871,1918,1651,0,6,0,66660
888,880,851,0,194,0,27536
4018,1007,765,0,48,0,108712
3304,4855,5318,0,106,0,58825
23308,228,325,3,7,0,26732
2309,1855,1972,1,194,1,37426
2810,96,91,1,1,0,2100
13710,9318,4331,0,235,0,26822
2,89,212,0,25,0,4918
166,404,95,3,14,1,86932
2920,90,142,0,3,0,2884
7252,402,362,3,2,0,10264
810,9078,6910,0,1290,0,343203
0,315,2323,0,18,0,538
0,315,2323,1,18,1,538
8072,834,751,44,3,19,9274
204,9547,8510,0,359,0,32184
755,24,331,0,0,0,1047
10,960,169,0,2234,0,510077
2751,1050,869,3,88,0,42588
1009,2388,3017,0,385,0,313654
27641,2675,2346,11,12,6,23624
6623,167,531,0,5,0,12973
0,43,58,1,6,0,31966
0,126,37,0,144,0,55166
11764,476,459,1,4,0,5366
1139,909,928,0,157,0,26969
0,8,8,0,7,0,8160
12276,457,331,6,1,0,7769
1966,110,46,3,0,0,498
942,1069,998,0,180,0,27840
810,9078,6910,0,1290,0,343203
582,227,360,0,17,0,3239
172,25,22,0,0,0,27
12885,124,163,0,6,0,27615
3088,540,852,7,2,1,8054
0,282,0,0,112,0,77525
810,9078,6910,0,1290,0,343203
31536,521,404,4,5,0,11129
14,753,88,1,76,10,7667
1206,914,882,0,168,0,28572
3,423,2855,0,13,0,2330
2,712,299,1,5,1,15447
4623,342,513,0,12,0,21196
91,3588,2433,0,138,0,174268
25636,130,319,5,6,0,9963
3419,1575,3076,1,173,0,3254
66389,338,242,1,11,0,79119
712,177,294,1,0,0,570
0,225,60,0,133,0,87846
5329,141,113,0,19,0,3626
810,9078,6910,0,1290,1,343203
74,506,543,0,22,0,36755
1206,914,882,0,168,0,28580
1,140,93,0,270,0,50411
1125,869,890,0,155,0,28112
2200,155,143,2,0,0,2864
856,858,1040,1,182,1,24295
0,9,9,0,1,0,1225
97443,1471,894,1,254,1,101991
66165,1830,206,0,79,0,86438
1189,808,892,0,174,0,35983
2357,231,191,11,5,0,26294
810,9078,6910,0,1290,0,343203
4,79,1,0,26,0,113099
2,89,212,0,25,0,4918
5938,359,872,1,7,0,12690
54767,2630,2609,0,97,0,132459
993,945,937,0,155,0,26061
115259,1503,162,13,68,3,20531
9651,512,646,1,18,0,19660
7941,1904,1633,3,210,0,10023
5956,946,603,0,9,0,104846
13632,152,289,1,5,0,11166
204,9547,8510,0,359,0,32184
15145,1830,4705,1,165,0,19167
1589,2150,1161,1,28,0,4851
1431,54,95,1,1,0,2646
74,506,543,0,22,0,36757
7164,17,93,3,2,0,5926
3846,1712,2268,0,10,0,8877
204,9547,8510,0,359,0,32184
810,9078,6910,0,1290,0,343203
452,822,602,0,162,0,10817
1218,994,1018,0,174,0,28588
1206,914,882,0,168,0,28572
1561,387,293,4,1,1,640
5469,202,165,1,15,0,31231
810,9078,6910,0,1290,0,343203
152,45,57,5,0,0,18
22429,258,332,0,30,0,34468
233,3456,297,7,35,1,176513
23850,458,163,2,20,0,21406
14498,234,144,1,15,0,17333
25377,233,261,17,2,0,17908
8148,57,189,0,3,0,7863
3229,1586,1546,0,182,0,29641
181,862,265,3,7,0,32487
0,521,229,0,280,0,324316
1343,5419,2598,0,170,0,230406
437,2189,2220,0,360,0,163259
6497,193,146,1,9,1,22158
23095,10507,206,15,88,7,36953
14787,568,252,3,43,0,32838
4016,14704,10398,0,935,0,88625
10542,509,369,2,4,0,15836
18227,1548,1456,5,49,1,13610
91,5974,625,0,36,0,4039
13267,13309,9101,0,489,0,234204
2,122,0,0,47,0,24084
1,583,492,0,21,0,281969
18538,334,361,12,25,1,47975
4016,14704,10398,0,935,1,88625
70758,3875,112,0,71,0,104273
242,672,590,0,228,0,129169
3731,375,546,1,47,0,4849
3348,50,93,7,4,0,3675
30,433,313,0,7,0,2603
17513,799,56,2,17,1,9678
901,22,50,0,1,0,300
0,8,8,0,7,0,8160
3581,250,193,2,5,0,12162
810,9078,6910,0,1290,0,343203
4,6,31,1,0,1,42
1343,5419,2598,0,170,0,230406
437,2189,2220,0,360,0,163267
7098,67,59,5,0,0,2876
8207,312,224,9,0,1,1467
917,44,451,18,0,4,4923
865,990,974,0,193,0,27491
0,7,12,0,7,0,9219
1139,909,928,0,157,0,26969
3089,298,392,1,2,2,19926
15793,353,428,1,4,0,30588
469,934,402,0,344,0,32952
0,8,8,0,7,0,8160
9837,1261,178,78,24,167,9082
0,1522,530,0,358,0,445455
810,9078,6910,1,1290,0,343203
16,336,1912,0,6,0,10741
4492,629,1011,4,2,2,4363
300,28,30,0,0,0,38
810,9078,6910,0,1290,0,343203
8148,80,57,5,0,1,7575
810,9078,6910,0,1290,0,343203
13267,13309,9101,1,489,4,234204
810,9078,6910,0,1290,0,343203
1206,1076,1037,0,183,0,28299
18632,218,217,0,8,0,11850
10338,608,444,0,2,0,12906
428,777,151,1,4,0,1204
1696,59,124,1,15,0,1340
6474,7310,7525,6,143,1,115339
810,9078,6910,0,1290,0,343203
231,902,1223,0,50,0,9027
16214,447,201,0,9,0,33643
9525,1921,1913,0,289,0,13605
1,30,109,0,21,0,17286
30,433,313,0,7,0,2603
6519,8397,4861,3,156,0,154639
1052,110,226,2,0,0,896
10,960,169,0,2234,0,510077
1626,507,397,4,37,1,2592
14,132,52,0,39,0,38115
2,7581,2607,0,33,0,47836
90377,2494,3915,2,139,0,53504
609,29,27,0,0,0,102
3726,194,74,1,15,0,8894
899,922,949,1,177,1,31124
26258,134,88,2,2,0,53735
810,9078,6910,0,1290,0,343203
102,1383,550,0,0,0,483
2678,945,493,0,3827,0,206048
16,336,1912,0,6,0,10741
8827,13348,13581,0,286,0,34709
1780,22,18,4,1,0,3539
1,140,93,0,270,0,50411
1285,217,156,1,0,1,1668
0,103,54,0,169,0,17740
59,3844,54,0,127,0,22757
3558,729,618,3,21,0,2926
11824,137,97,0,6,0,10858
1,30,109,0,21,0,17286
1413,110,658,0,2,0,7892
981,895,1060,0,159,0,24568
13038,141,297,2,5,0,3506
10140,619,638,3,4,0,3999
431,231,424,1,36,0,2272
56221,581,993,9,5,0,27568
583,976,208,0,7,0,8426
69973,1495,1844,0,100,0,102314
0,11,57,0,9,0,4699
851,6983,6424,0,232,0,31844
29412,1212,1090,38,10,6,41027
4550,371,241,1,4,0,20439
2,89,212,0,25,0,4918
853,923,1088,0,181,0,24672
2678,945,493,0,3827,0,206048
810,9078,6910,0,1290,0,343203
646,30,11,2,0,0,1447
21669,560,698,0,61,0,110618
139,30,175,0,3,0,1778
810,9078,6910,0,1290,0,343203
28560,1790,822,27,38,7,29870
1206,1076,1037,0,183,0,28299
2397,11076,5412,0,584,0,62025
381,317,813,0,19,0,775
810,9078,6910,0,1290,0,343203
30,433,313,0,7,0,2603
0,29,0,0,54,0,6531
0,521,229,0,280,0,324316
810,9078,6910,0,1290,0,343203
0,3636,783,0,0,0,1456
436,2094,1483,0,237,0,15639
203,9716,336,2,31,1,870
14490,747,394,4,19,4,37450
17548,266,314,1,7,0,2345
1670,103,154,2,2,1,1647
19,778,771,1,3,1,2985
15338,928,212,3,101,1,29211
17999,1090,912,0,3,0,48818
854,900,1116,0,163,0,24558
810,9078,6910,0,1290,0,343203
308,1165,1176,0,174,0,22500
1091,398,16,25,1,11,998
1390,205,156,0,2,0,4581
64639,2522,269,4,54,0,103312
129,10686,321,0,100,0,110218
64428,4441,198,13,118,9,122650
810,9078,6910,1,1290,0,343203
2219,46,11,0,8,0,6781
5469,202,165,3,15,0,31231
2648,1047,808,1,24,0,21371
2,7,11,0,1,0,737
3395,95,186,5,1,1,2057
181,1572,651,0,0,0,486
242,672,590,0,228,0,129174
25969,932,92,1,12,1,33236
810,9078,6910,3,1290,3,343203
31879,1465,1260,21,23,0,21497
993,945,937,0,155,1,26061
308,19,51,0,0,1,299
242,673,590,0,228,0,129197
560,64,149,0,2,0,1463
6643,128,347,0,4,0,12343
5194,1284,453,0,71,1,185444
6,322,294,0,117,0,136491
0,686,1941,0,195,0,13365
810,9078,6910,0,1290,0,343203
17704,1540,1209,996,8,876,120160
810,9078,6910,3,1290,3,343203
6974,1658,3412,2,28,0,10772
1454,5016,4986,0,645,0,65963
102,1383,550,0,0,0,483
3229,1586,1546,0,182,0,29641
36,2866,3147,0,182,0,19039
6280,226,205,1,1,0,4298
31327,10463,485,2,155,2,405425
250,1412,1361,0,173,0,22422
4476,14769,8379,0,904,0,18219
3198,218,239,2,5,0,19262
8342,421,514,0,42,0,19702
2597,219,85,2,6,0,15646
4460,17,45,0,1,0,2775
2771,213,213,1,0,1,2267
1422,150,146,0,2,0,4075
810,9078,6910,0,1290,0,343203
310,4814,4574,0,592,3,29675
53944,801,1557,1,37,0,18968
1343,5419,2598,0,170,0,230406
9408,884,549,2,2,1,18090
28720,295,471,1,23,2,22965
3,56,49,0,16,0,40675
1768,161,126,2,2,0,11408
3736,2339,1098,3,1,1,34396
436,37,224,0,0,0,2177
810,9078,6910,0,1290,0,343203
1591,355,464,7,1,0,1945
437,2189,2220,0,360,0,163259
21900,1572,114,3,22,1,24802
8696,668,1147,2,15,1,12395
38655,8074,221,4,166,1,115675
810,9078,6910,1,1290,0,343203
45366,717,281,2,38,2,159504
112932,1643,149,1,32,0,46608
2,299,222,0,1,0,22821
4996,410,413,0,3,0,10531
810,9078,6910,0,1290,0,343203
869,1030,1048,0,194,0,27977
26746,121,161,1,4,0,22326
13267,13309,9101,0,489,0,234204
1464,550,2376,0,81,0,26786
48472,161,136,3,26,0,248568
204,9547,8510,0,359,0,32184
2,89,212,0,25,0,4918
1237,10566,710,0,99,0,12251
22785,591,557,2,5,0,32042
13506,4123,1323,5,58,0,103172
1589,2150,1161,0,28,0,4851
469,1119,1001,0,117,0,2098
7790,526,660,0,28,0,50618
1751,2471,2317,0,44,7,137056
810,9078,6910,0,1290,2,343203
2473,567,504,0,3,0,15483
6519,8397,4861,1,156,0,154639
810,9078,6910,0,1290,0,343203
4233,558,482,9,0,0,7933
838,881,1063,0,174,0,24341
16560,1070,151,2,50,0,15977
832,847,1024,0,157,0,24135
1789,427,95,1,13,2,5201
35589,3476,1418,5,89,3,88279
327,1161,1210,0,170,0,22588
2,89,212,0,25,0,4918
2739,12160,5188,0,249,1,53624
2,7581,2607,1,33,0,47836
327,1161,1210,0,170,0,22586
0,103,54,0,169,0,17740
2719,599,328,1,9,1,28952
6519,8397,4861,0,156,0,154639
810,9074,6908,0,1290,0,343166
856,858,1040,0,182,0,24295
1,16,97,0,3,0,744
2678,945,493,0,3827,0,206048
108694,1359,1163,0,68,0,80851
317,1183,451,0,5,0,49421
17,278,257,0,3,0,2526
1009,2388,3017,0,385,0,313614
1535,7119,2202,0,978,0,52985
2131,1295,92,1,12,0,5100
810,9078,6910,0,1290,0,343203
79,83,90,6,0,1,554
50961,2021,94,6,83,4,126765
15421,2086,206,9,56,0,21505
4224,124,249,0,5,0,5065
6,155,244,0,26,0,20931
129,10686,321,0,100,0,110218
810,9078,6910,0,1290,0,343203
1444,3247,910,0,36,0,6328
95309,1150,853,0,269,0,18742
18545,101,134,3,3,2,13183
838,881,1063,0,174,0,24341
20003,1141,187,1,33,0,37165
5282,60,107,4,2,2,4297
77,733,670,0,137,0,17309
18816,319,273,2,29,0,64031
26646,1059,617,3,52,0,64538
23,171,669,0,5,0,2945
101522,2097,2839,5,82,0,70330
9060,256,1084,0,12,0,3542
5982,2077,628,0,33,0,73706
810,9078,6910,1,1290,0,343203
5490,650,569,1,2,1,9177
30,433,313,0,7,0,2603
526,213,107,0,3,0,6198
32,80,551,0,5,0,73
8,115,51,0,10,0,3287
3,18,26,0,5,0,165
19417,1000,288,0,15,0,5442
0,282,0,0,112,0,77525
917,44,451,0,0,0,4923
41,1899,1975,0,367,0,17396
810,9078,6910,0,1290,1,343203
119,109,236,2,0,0,356
18879,2224,306,22,61,9,49660
73,11,18,1,0,0,254
431,231,424,1,36,0,2272
223,2043,1451,1,20,0,102043
810,9078,6910,0,1290,0,343203
43623,4130,3268,1,119,1,62056
810,9078,6910,0,1290,0,343203
325,1212,1227,0,175,0,22516
250,925,952,0,155,0,22185
810,9078,6910,0,1290,0,343203
1009,2388,3017,0,385,0,313618
1,30,109,0,21,0,17286
204,9547,8510,0,359,0,32184
26255,226,157,0,9,0,27279
66871,2194,169,10,56,5,127612
32456,594,694,1,11,0,21110
0,8,8,0,7,0,8160
11986,206,197,3,0,3,46767
3829,364,235,1,0,0,3537
0,56,129,0,8,0,10224
126,69,170,1,0,0,72
380,97,102,0,0,2,3215
78,3084,2044,0,1,0,3529
223,25955,22293,0,1994,0,364232
810,9078,6910,0,1290,0,343203
4092,282,290,0,8,0,27995
0,57,38,0,143,0,82451
8765,148,137,4,3,0,11364
810,9078,6910,1,1290,1,343203
1139,909,928,0,157,0,26969
81110,81,86,1,5,0,12633
6627,13801,9714,8,149,1,7510
4817,347,412,0,16,0,55075
294,210,89,1,0,0,2583
4528,862,414,2,2,1,2397
127,183,186,0,1,0,1984
0,1258,150,0,613,0,1237992
2394,6349,6045,1,223,1,4159
117582,304,346,4,8,0,113513
36289,9567,556,1,110,1,59908
6,155,244,0,26,0,20931
1884,324,283,1,3,0,4328
18325,281,132,2,10,3,21016
810,9078,6910,0,1290,0,343203
50233,644,199,7,13,1,29483
2,89,212,0,25,0,4918
0,43,58,0,6,0,31966
5243,2156,2082,0,327,0,9611
14,132,52,1,39,0,38115
282,1440,1449,0,166,0,21132
810,9078,6910,0,1290,0,343203
2223,1427,605,1,24,0,60005
39401,5693,150,3,55,0,17333
1,836,982,0,3,0,12276
40801,475,180,0,8,1,53048
9682,4354,650,11,14,2,25668
12915,4412,1383,2,67,2,22285
3,56,49,0,16,0,40675
118,109,99,0,0,0,1431
19132,779,25,1,15,0,10617
13506,4123,1323,1,58,0,103172
810,9078,6910,1,1290,1,343203
59,3844,54,0,127,0,22757
78146,1354,225,2,60,0,184953
7159,346,349,3,16,0,22724
13887,550,344,4,2,0,7175
4,79,1,0,26,0,113099
1311,1368,1465,1,77,0,423
228,714,473,0,191,0,876264
8592,919,489,0,378,2,316894
10959,184,240,1,10,0,9563
5388,549,72,0,8,0,75865
2739,12160,5188,0,249,0,53624
48348,1138,1013,2,45,0,28327
7283,249,175,2,0,2,8533
33821,529,340,1,24,0,97334
25335,2717,769,1,68,0,136914
11726,9924,356,3,133,0,194790
0,67,299,0,15,0,1507
177,29,19,5,0,0,20
1343,5419,2598,0,170,0,230406
810,9078,6910,0,1290,0,343203
7351,238,113,4,4,0,28209
810,9078,6910,0,1290,0,343203
8643,165,280,1,10,0,4507
2,89,212,0,25,0,4918
1050,692,149,14,13,0,3290
981,895,1060,0,159,0,24568
1,30,109,0,21,0,17286
2105,8326,437,9,276,11,5281
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,0,343203
117071,2806,1788,13,86,4,22307
7283,249,175,7,0,6,8533
133,304,348,1,47,1,1766
1206,914,882,0,168,0,28572
23582,3018,844,3,53,11,199215
9155,466,852,22,1,1,7395
10,960,169,0,2234,0,510077
35783,2779,2713,0,74,0,34100
1343,5419,2598,0,170,0,230406
22429,258,332,0,30,0,34468
100,33,154,4,0,1,38
308,1594,4996,0,21,0,5489
0,3,6,0,0,0,13
810,9078,6910,0,1290,0,343203
28,6328,6843,0,144,0,15135
0,211,429,0,69,0,7932
0,15,4,0,37,0,2810
13267,13309,9101,2,489,4,234204
7022,5183,272,9,65,5,56240
42458,371,60,0,28,0,31013
2828,1335,961,0,21,1,127666
11533,1002,1493,0,95,0,61847
5705,150,377,7,1,5,6289
1189,808,892,0,174,0,35983
64428,4441,198,2,118,3,122650
41710,958,122,2,30,0,25278
7083,1338,674,6,5,2,3464
175,136,108,0,54,0,719
23501,447,388,1,1,1,18392
942,1069,998,0,180,0,27840
223,2043,1451,0,20,0,102043
1429,125,130,0,5,0,9218
1,30,109,0,21,0,17286
318,1005,1045,0,182,0,22394
6420,133,146,6,6,0,8509
242,673,590,0,228,0,129191
129,10686,321,0,100,0,110218
810,9078,6910,0,1290,0,343203
2,89,212,0,25,0,4918
2338,266,146,2,8,1,21862
242,672,590,0,228,0,129159
310,1203,1232,0,184,0,22523
5998,564,267,6,9,0,2704
21500,845,1340,1,9,0,7640
1500,61,130,0,1,0,1011
1,30,109,0,21,0,17286
51687,788,191,4,32,1,20408
715,1638,2536,1,180,3,53419
90,602,1805,0,79,0,24448
1,2,7,0,1,0,4
34852,362,193,5,20,1,15717
4,79,1,0,26,0,113099
0,1,34,0,0,0,1
2,122,0,0,47,0,24084
56,51,77,0,0,0,311
1188,114,127,0,5,4,49952
7,623,1431,0,17,0,375964
2340,881,675,0,79,0,1150
1589,2150,1161,0,28,0,4851
21422,1051,669,11,7,3,32240
0,79,163,0,0,0,66
810,9078,6910,0,1290,0,343203
810,9078,6910,0,1290,2,343203
3829,262,177,2,8,0,81567
1,30,109,0,21,0,17286
810,9078,6910,1,1290,0,343203
0,45,18,0,112,0,5155
21776,781,217,3,22,0,42904
9887,702,848,0,10,0,10328
38655,8074,221,3,166,1,115675
90,602,1805,0,79,0,24448
9120,940,119,0,21,1,20511
0,686,1941,0,195,0,13365
3087,162,155,4,0,1,4125
7283,249,175,3,0,1,8533
810,9078,6910,0,1290,0,343203
1218,994,1018,0,174,0,28588
17,1475,12,0,486,0,382573
14,132,52,0,39,0,38115
0,686,1941,0,195,1,13365
993,945,937,0,155,0,26061
11585,1549,128,2,18,1,7837
30157,162,363,2,13,0,20949
1525,12101,232,16,10,20,1097
810,9078,6910,0,1290,2,343203
810,9078,6910,0,1290,0,343203
13508,1150,549,11,4,1,22689
9936,929,726,0,17,0,66934
223,2043,1451,1,20,0,102043
1201,24,39,2,1,0,2189
9421,197,250,2,4,0,40395
8827,13348,13581,0,286,0,34709
1139,909,928,0,157,0,26969
1139,909,928,0,157,0,26969
91,3588,2433,0,138,0,174268
14655,1492,69,23,91,17,35179
6,322,294,0,117,0,136491
24469,613,744,0,59,3,74210
582,2292,2057,0,262,0,8341
33382,531,298,2,3,0,17231
25314,5026,424,6,32,5,137306
0,686,1941,1,195,0,13365
2237,398,261,10,1,1,1176
912,896,1072,0,174,0,24417
810,9078,6910,0,1290,1,343203
5587,548,213,2,2,0,17456
1206,1076,1037,0,183,0,28299
437,2188,2220,0,360,0,163229
7351,238,113,0,4,0,28209
26874,5887,5644,0,776,1,119973
437,2189,2220,0,360,0,163260
10765,207,210,0,4,0,13254
2971,117,74,0,12,0,34434
19412,7419,962,189,279,218,155750
4,162,20,0,77,0,33261
1139,909,928,0,157,0,26969
44328,1329,465,14,44,0,46796
1429,125,130,2,5,0,9218
1,1,10,0,0,0,1
5,573,1237,0,106,0,24150
0,521,229,0,280,0,324316
810,9078,6910,0,1290,0,343203
343,10434,2252,1,340,1,17508
5895,383,236,0,1,0,21937
250,925,952,0,155,0,22185
888,880,851,0,194,0,27536
1841,46,188,0,0,0,615
3845,475,565,0,10,0,19080
156,10,146,0,0,0,77
1410,557,486,2,1,1,5496
77,194,622,0,10,0,353
21900,1572,114,8,22,7,24802
153,10413,976,0,31,1,3434
0,131,48,0,34,0,252043
24469,326,386,0,5,0,15363
2408,87,257,0,7,0,10094
11291,315,124,3,26,0,46994
14498,234,144,0,15,0,17333
568,3241,21,0,7,0,1503
16050,1218,161,3,8,0,82053
4016,14704,10398,0,935,0,88625
2678,945,493,0,3827,0,206048
1,30,109,0,21,0,17286
74,506,543,0,22,0,36753
402,23,102,1,1,1,1796
976,914,1065,0,168,0,24181
717,1362,74,3,94,2,95405
75007,2199,593,8,33,1,26851
43270,386,189,9,15,0,80900
21385,708,973,12,1,1,14223
41710,958,122,5,30,3,25278
11585,1549,128,1,18,0,7837
5175,400,376,11,2,1,4978
981,895,1060,0,159,0,24568
12192,590,630,5,2,2,10651
8765,148,137,38,3,5,11364
11010,2351,57,0,36,1,13984
1,30,109,0,21,0,17286
0,701,430,0,4,0,7252
4,79,1,0,26,0,113099
9,37,29,0,0,0,405
282,1440,1449,0,166,0,21132
15793,353,428,1,4,0,30588
9474,129,220,0,5,0,5907
1,16,5,0,5,0,415
20710,301,282,2,5,0,19920
74,506,543,1,22,0,36750
